Infra.Class,Order,Family,Common.name,Species,Synonym.,X2n
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Nisaetus nipalensis,Spizaetus nipalensis,68
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Nisaetus nipalensis orientalis,Spizaetus nipalensis,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Parabuteo unicinctus,Spizaetus nipalensis,68
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Pernis apivorus,Spizaetus nipalensis,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Pithecophaga jefferyi,Spizaetus nipalensis,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Pseudastur albicollis,Leucopternis albicollis,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Rupornis magnirostris,Buteo magnirostris,68
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Sarcogyps calvus,Buteo magnirostris,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Spizaetus tyrannus,Buteo magnirostris,68
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Stephanoaetus coronatus,Buteo magnirostris,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Theratopius ecaudatus,Buteo magnirostris,66
NEOGNATHAE,ACCIPITRIFORMES,Accipitridae,"Kites, Hawks and Eagles",Torgos tracheliotos,Buteo magnirostris,66
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Cathartes aura,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Cathartes burrovianus,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Coragyps atratus,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Gymnogyps californianus,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Sarcoramphus papa,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Cathartidae,New World Vultures,Vultur gryphus,Buteo magnirostris,80
NEOGNATHAE,ACCIPITRIFORMES,Pandionidae,Ospreys,Pandion haliaetus,Buteo magnirostris,74
NEOGNATHAE,ACCIPITRIFORMES,Sagittariidae,Secretarybird,Sagittarius serpentarius,Buteo magnirostris,80
NEOGNATHAE,OTIDIFORMES,Otididae,Bustards,Otis tarda,Buteo magnirostris,80
NEOGNATHAE,CARIAMIFORMES,Cariamidae,Seriemas,Cariama cristata,Buteo magnirostris,108
NEOGNATHAE,CARIAMIFORMES,Cariamidae,Seriemas,Chunga burmeisteri,Buteo magnirostris,106
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Anthropoides virgo,Buteo magnirostris,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Antigone antigone,Grus antigone,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Antigone antigone sharpii,Grus antigone,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Antigone canadensis ,Grus canadensis,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Antigone rubicunda,Grus rubicunda,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Antigone vipio,Grus vipio,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Balearica pavonina,Grus vipio,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus americana,Grus vipio,82
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus carunculata,Bugeranus carunculatus,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus grus,Bugeranus carunculatus,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus japonensis,Bugeranus carunculatus,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus monacha,Bugeranus carunculatus,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Grus paradisea,Anthropoides paradisea ,80
NEOGNATHAE,GRUIFORMES,Gruidae,Cranes,Leucogeranus leucogeranus,Grus leucogeranus,80
NEOGNATHAE,GRUIFORMES,Psophiidae,Trumpeters,Psophia crepitans,Grus leucogeranus,80
NEOGNATHAE,GRUIFORMES,Psophiidae,Trumpeters,Psophia leucoptera,Grus leucogeranus,80
NEOGNATHAE,GRUIFORMES,Psophiidae,Trumpeters,Psophia viridis,Grus leucogeranus,80
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Amaurornis phoenicurus,Grus leucogeranus,78
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Aramides cajaneus,Aramides cajanea,78
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Aramides saracura,Aramides cajanea,80
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Fulica atra,Aramides cajanea,92
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Gallinula chloropus,Aramides cajanea,78
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Gallinula melanops,Aramides cajanea,80
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Laterallus melanophaius,Aramides cajanea,78
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Laterallus viridis,Aramides cajanea,76
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Porphyrio martinica,Aramides cajanea,74
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Porphyrio poliocephalus,Aramides cajanea,72
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Porphyrio porphyrio,Aramides cajanea,80
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Porzana albicollis,Aramides cajanea,72
NEOGNATHAE,GRUIFORMES,Rallidae,"Rails, Crakes and Coots",Porzana paykullii,Aramides cajanea,78
NEOGNATHAE,CHARADRIIFORMES,Alcidae,Auks,Brachyramphus marmoratus,Aramides cajanea,50
NEOGNATHAE,CHARADRIIFORMES,Alcidae,Auks,Fratercula cirrhata,Aramides cajanea,50
NEOGNATHAE,CHARADRIIFORMES,Alcidae,Auks,Synthliboramphus antiquus,Aramides cajanea,68
NEOGNATHAE,CHARADRIIFORMES,Burhinidae,"Stone-curlews, Thick-knees",Burhinus oedicnemus,Aramides cajanea,42
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Charadrius alexandrinus,Aramides cajanea,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Charadrius dubius,Aramides cajanea,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Charadrius hiaticula,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Charadrius semipalmatus,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Charadrius vociferus,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Pluvialis dominica,Hoplopterus spinosus,78
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Pluvialis squatarola,Hoplopterus spinosus,72-76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus chilensis,Hoplopterus spinosus,78
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus cinereus,Hoplopterus spinosus,78
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus malabaricus,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus miles,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus spinosus,Hoplopterus spinosus,72
NEOGNATHAE,CHARADRIIFORMES,Charadriidae,Plovers,Vanellus vanellus,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Chionidae,Sheathbills,Chionis albus,Hoplopterus spinosus,76
NEOGNATHAE,CHARADRIIFORMES,Haematopodidae,Oystercatchers,Haematopus ostralegus,Hoplopterus spinosus,66
NEOGNATHAE,CHARADRIIFORMES,Haematopodidae,Oystercatchers,Haematopus unicolor,Hoplopterus spinosus,72
NEOGNATHAE,CHARADRIIFORMES,Jacanidae,Jacanas,Hydrophasianus chirurgus,Hoplopterus spinosus,82
NEOGNATHAE,CHARADRIIFORMES,Jacanidae,Jacanas,Metopidius indicus,Hoplopterus spinosus,84
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Chroicocephalus genei,Larus genei,54
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Gelochelidon nilotica,Sterna nilotica,60
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus argentatus,Sterna nilotica,72
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus canus,Sterna nilotica,70
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus crassirostris,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus dominicanus,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus fuscus,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus marinus,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus ridibundus,Sterna nilotica,66
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Larus schistisagus,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Sterna hirundo,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Sterna paradisaea,Sterna nilotica,70
NEOGNATHAE,CHARADRIIFORMES,Laridae,"Gulls, Terns and Skimmers",Sternula albifrons,Sterna nilotica,68
NEOGNATHAE,CHARADRIIFORMES,Recurvirostridae,"Stilts, Avocets",Himantopus himantopus,Sterna nilotica,80
NEOGNATHAE,CHARADRIIFORMES,Recurvirostridae,"Stilts, Avocets",Recurvirostra avosetta,Sterna nilotica,76
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Actitis hypoleucos,Tringa hypoleucos,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Arenaria interpres,Tringa hypoleucos,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris acuminata,Calidris acuminatus,84
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris alpina,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris canutus,Calidris alpinus,90
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris ruficollis,Calidris alpinus,86
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris temminckii,Calidris alpinus,90
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Calidris tenuirostris,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Gallinago gallinago,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Gallinago stenura,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Limosa lapponica,Calidris alpinus,94
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Limosa limonsa,Calidris alpinus,90
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Numenius arquata,Calidris alpinus,78
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Scolopax rusticola,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa erythropus,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa flavipes,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa glareola,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa guttifer,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa nebularia,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa ochropus,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa stagnatilis,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Scolopacidae,"Sandpipers, Snipes",Tringa totanus,Calidris alpinus,88
NEOGNATHAE,CHARADRIIFORMES,Stercorariidae,Skuas,Stercorarius antarcticus,Calidris alpinus,84
NEOGNATHAE,CHARADRIIFORMES,Stercorariidae,Skuas,Stercorarius chilensis,Calidris alpinus,90
NEOGNATHAE,CHARADRIIFORMES,Stercorariidae,Skuas,Stercorarius maccormicki,Calidris alpinus,68
NEOGNATHAE,CHARADRIIFORMES,Turnicidae,Buttonquail,Turnix suscicator,Calidris alpinus,82
NEOGNATHAE,CHARADRIIFORMES,Turnicidae,Buttonquail,Turnix tanki,Calidris alpinus,88
NEOGNATHAE,PTEROCLIFORMES,Pteroclidae,Sandgrouse,Pterocles exustus,Calidris alpinus,80
NEOGNATHAE,OPISTHOCOMIFORMES,Opisthocomidae,Hoatzin,Opisthocomus hoazin,Calidris alpinus,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Caloenas nicobarica,Calidris alpinus,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Claravis pretiosa,Calidris alpinus,74
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columba janthina,Calidris alpinus,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columba livia,Calidris alpinus,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columba palumbus,Calidris alpinus,78
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columbina minuta,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columbina passerina,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columbina picui,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columbina squammata,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Columbina talpacoti,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Geopelia cuneata,Calidris alpinus,72
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Geotrygon montana,Calidris alpinus,86
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Geotrigon violacea,Calidris alpinus,86
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Goura cristata,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Goura scheepmakeri,Calidris alpinus,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Goura victoria,Calidris alpinus,72
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Leptotila rufaxilla,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Leptotila verreauxi,Calidris alpinus,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Patagioenas cayennensis,Columba cayennensis,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Patagioenas picazuro,Columba picazuro,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Patagioenas speciosa,Columba speciosa,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Spilopelia chinensis,Streptopelia chinensis,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Streptopelia decaocto,Streptopelia chinensis,78
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Streptopelia orientalis,Streptopelia chinensis,80
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Streptopelia roseogrisea,Streptopelia chinensis,78
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Treron phoenicopterus,Streptopelia chinensis,74
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Treron sieboldii,Streptopelia chinensis,78
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Turtur chalcospilos,Streptopelia chinensis,70
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Uropelia campestris,Streptopelia chinensis,68
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zenaida asiatica,Streptopelia chinensis,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zenaida auriculata,Streptopelia chinensis,76
NEOGNATHAE,COLUMBIFORMES,Columbidae,"Pigeons, Doves",Zenaida macroura,Streptopelia chinensis,76
NEOGNATHAE,MUSOPHAGIFORMES,Musophagidae,Turacos,Corythaixoides concolor,Streptopelia chinensis, 136-142
NEOGNATHAE,MUSOPHAGIFORMES,Musophagidae,Turacos,Musophaga violacea,Streptopelia chinensis,82
NEOGNATHAE,MUSOPHAGIFORMES,Musophagidae,Turacos,Tauraco porphyreolophus,Gallirex porphyreolophus,82
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Cacomantis merulinus,Cuculus merulinus,78
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Chrysococcyx caprius,Cuculus merulinus,80
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Crotophaga ani,Cuculus merulinus,70
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Crotophaga major,Cuculus merulinus,64
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Cuculus canorus,Cuculus merulinus,78
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Cuculus micropterus,Cuculus merulinus,78
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Cuculus saturatus,Cuculus merulinus,76
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Eudynamys scolopaceus,Eudynamys scolopacea,78
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Guira guira,Eudynamys scolopacea,72
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Phaenicophaeus tristis,Eudynamys scolopacea,78
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Piaya cayana,Eudynamys scolopacea,76
NEOGNATHAE,CUCULIFORMES,Cuculidae,Cuckoos,Surniculus lugubris,Eudynamys scolopacea,78
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Asio flammeus,Eudynamys scolopacea,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Asio otus,Eudynamys scolopacea,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Athene brama,Eudynamys scolopacea,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Athene cunicularia,Speotyto cunicularia,86
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Athene noctua,Speotyto cunicularia,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo africanus,Speotyto cunicularia,76
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo blakistoni,Ketupa blakistoni,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo bubo,Ketupa blakistoni,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo lacteus,Ketupa blakistoni,80-84
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo scandiacus,Ketupa blakistoni,84
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Bubo virginianus,Ketupa blakistoni,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Glaucidium radiatum,Ketupa blakistoni,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Ketupa ketupu,Ketupa ketupa,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Ketupa zeylonensis,Ketupa ketupa,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Megascops kennicottii,Otus kennicottii,70
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Ninox novaeseelandiae,Otus kennicottii,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Ninox scutulata,Otus kennicottii,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Otus bakkamoena,Otus kennicottii,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Otus scops,Otus kennicottii,76
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Ptilopsis leucotis,Otus leucotis,70
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Pulsatrix perspicillata,Otus leucotis,76
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix aluco,Otus leucotis,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix hylophila,Otus leucotis,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix leptogrammica,Otus leucotis,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix nebulosa,Otus leucotis,80
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix uralensis japonica,Otus leucotis,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix uralensis uralensis,Otus leucotis,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Strix woodfordii,Ciccaba woodfordii,82
NEOGNATHAE,STRIGIFORMES,Strigidae,Owls,Surnia ulula,Ciccaba woodfordii,66
NEOGNATHAE,STRIGIFORMES,Tytonidae,Barn Owls,Phodilus badius,Ciccaba woodfordii,90
NEOGNATHAE,STRIGIFORMES,Tytonidae,Barn Owls,Tyto alba,Ciccaba woodfordii,92
NEOGNATHAE,STRIGIFORMES,Tytonidae,Barn Owls,Tyto capensis,Ciccaba woodfordii,50
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Antrostomus rufus,Caprimulgus rufus,78
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Caprimulgus aegyptius,Caprimulgus rufus,70
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Caprimulgus indicus,Caprimulgus rufus,76
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Chordeiles pusillus,Caprimulgus rufus,68
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Hydropsalis torquata,Hydropsalis brasiliana,74
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Lurocalis semitorquatus,Hydropsalis brasiliana,82
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Nyctidromus albicollis,Hydropsalis brasiliana,78
NEOGNATHAE,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Setopagis parvula,Caprimulgus parvulus,72
NEOGNATHAE,CAPRIMULGIFORMES,Nyctibiidae,Potoos,Nyctibius griseus,Caprimulgus parvulus,86
NEOGNATHAE,CAPRIMULGIFORMES,Podargidae,Frogmouths,Podargus strigoides,Caprimulgus parvulus,78
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Apus affinis,Caprimulgus parvulus,70
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Apus apus,Caprimulgus parvulus,78
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Apus pacificus,Caprimulgus parvulus,62
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Hirundapus caudacutus,Caprimulgus parvulus,64
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Streptoprocne biscutata,Caprimulgus parvulus,64
NEOGNATHAE,APODIFORMES,Apodidae,Swifts,Streptoprocne zonaris,Caprimulgus parvulus,66
NEOGNATHAE,APODIFORMES,Trochilidae,Hummingbirds,Calypte anna,Caprimulgus parvulus,74
NEOGNATHAE,APODIFORMES,Trochilidae,Hummingbirds,Amazilia lactea,Caprimulgus parvulus,82
NEOGNATHAE,APODIFORMES,Trochilidae,Hummingbirds,Colibri serrirostris,Caprimulgus parvulus,82
NEOGNATHAE,APODIFORMES,Trochilidae,Hummingbirds,Lephornis magnifica,Caprimulgus parvulus,82
NEOGNATHAE,APODIFORMES,Trochilidae,Hummingbirds,Chlorestes notatus ,Caprimulgus parvulus,82
NEOGNATHAE,COLIIFORMES,Coliidae,Mousebirds,Colius macrourus,Caprimulgus parvulus,78
NEOGNATHAE,TROGONIFORMES,Trogonidae,Trogons,Harpactes erythrocephalus,Caprimulgus parvulus,76
NEOGNATHAE,TROGONIFORMES,Trogonidae,Trogons,Trogon surrucura,Caprimulgus parvulus,82
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Alcedo atthis,Caprimulgus parvulus,132
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Ceryle rudis,Caprimulgus parvulus,82
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Ceyx azureus,Caprimulgus parvulus,122
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Chloroceryle americana,Caprimulgus parvulus,94
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Dacelo novaeguineae,Dacelo gigas,76
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Halcyon pileata,Dacelo gigas,84
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Halcyon smyrnensis,Dacelo gigas,76
NEOGNATHAE,CORACIIFORMES,Alcedinidae,Kingfishers,Megaceryle torquata,Dacelo gigas,84
NEOGNATHAE,CORACIIFORMES,Bucerotidae,Hornbills,Bycanistes bucinator,Ceratogymna bucinator,40
NEOGNATHAE,CORACIIFORMES,Bucerotidae,Hornbills,Bycanistes subcylindricus,Ceratogymna subcylindricus,42
NEOGNATHAE,CORACIIFORMES,Coraciidae,Rollers,Coracias benghalensis,Ceratogymna subcylindricus,78
NEOGNATHAE,CORACIIFORMES,Coraciidae,Rollers,Coracias garrulus,Ceratogymna subcylindricus,90
NEOGNATHAE,CORACIIFORMES,Meropidae,Bee-eaters,Merops orientalis,Ceratogymna subcylindricus,78
NEOGNATHAE,BUCEROTIFORMES,Bucerotidae,Hornbills,Rhyticeros undulatus,Aceros undulatus,68
NEOGNATHAE,BUCEROTIFORMES,Bucerotidae,Hornbills,Buceros bicornis,Aceros undulatus,70
NEOGNATHAE,BUCEROTIFORMES,Bucerotidae,Hornbills,Lophoceros fasciatus,Tockus fasciatus,68
NEOGNATHAE,BUCEROTIFORMES,Bucorvidae,Ground Hornbills,Bucorvus abyssinicus,Tockus fasciatus,90
