Infra.Class,Order,Family,Common.name,Species,Synonym.,X2n
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Agropsar sturninus,Sturnus sturninus,80
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Gracupica contra,Sturnus contra,82
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Spodiopsar cineraceus,Sturnus cineraceus,80
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Sturnia malabarica,Sturnus cineraceus,80
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Sturnia pagodarum,Sturnus pagodrum,80-82
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Sturnus vulgaris,Sturnus pagodrum,80
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Temenuchus pagodarum,Sturnus pagodrum,80-82
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Chrysomma sinense,Sturnus pagodrum,76
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Fulvetta ruficapilla,Alcippe ruficapilla,76
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Paradoxornis flavirostris,Alcippe ruficapilla,76
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Sinosuthora webbiana,Paradoxornis webbiana,76
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Sylvia atricapilla,Paradoxornis webbiana,74
NEOGNATHAE,PASSERIFORMES,Sylviidae,Sylviid Babblers,Sylvia communis,Paradoxornis webbiana,84
NEOGNATHAE,PASSERIFORMES,Tephrodornithidae,Woodshrikes and allies,Tephrodornis pondicerianus,Paradoxornis webbiana,62
NEOGNATHAE,PASSERIFORMES,Thamnophilidae,Antbirds,Dysithamnus mentalis,Paradoxornis webbiana,76
NEOGNATHAE,PASSERIFORMES,Thamnophilidae,Antbirds,Isleria hauxwelli,Myrmotherula bauxwelli,80
NEOGNATHAE,PASSERIFORMES,Thamnophilidae,Antbirds,Pyriglena leucoptera,Myrmotherula bauxwelli,82
NEOGNATHAE,PASSERIFORMES,Thamnophilidae,Antbirds,Thamnophilus doliatus,Myrmotherula bauxwelli,82
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Cactospiza pallida,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Camarhynchus parvulus,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Camarhynchus pauper,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Camarhynchus psittacula,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Certhidea olivacea,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Charitospiza eucosma,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Coereba flaveola,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Coryphospingus cucullatus,Myrmotherula bauxwelli,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Coryphospingus pileatus,Myrmotherula bauxwelli,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Dacnis cayana,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Emberizoides herbicola,Myrmotherula bauxwelli,82
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza conirostris,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza difficlis,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza fortis,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza fuliginosa,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza magnirostris,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Geospiza scandens,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Haplospiza unicolor,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Neothraupis fasciata,Myrmotherula bauxwelli,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Oryzoborus maximiliani,Myrmotherula bauxwelli,72
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Paroaria coronata,Myrmotherula bauxwelli,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Pipraeidea bonariensis,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Platyspiza crassirostris,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Porphyrospiza caerulescens,Thraupis bonariensis,82
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Ramphocelus carbo,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Saltator aurantiirostris,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Saltator coerulescens,Thraupis bonariensis,88
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Saltator maximus,Thraupis bonariensis,82
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Saltator similis,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Schistochlamys melanopis,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Schistochlamys ruficapillus,Thraupis bonariensis,84
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sicalis flaveola,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sporophila americana,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sporophila caerulescens,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sporophila leucoptera,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sporophila lineola,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Sporophila nigricollis,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Stephanophorus diadematus,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Tachyphonus rufus,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Tangara cayana,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Tangara preciosa,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Thraupis palmarum,Thraupis bonariensis,80
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Thraupis sayaca,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Tiaris canora,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Thraupidae,Tanagers and allies,Volatinia jacarina,Thraupis bonariensis,78
NEOGNATHAE,PASSERIFORMES,Timaliidae,"Babblers, Scimitar Babblers",Cyanoderma ruficeps,Stuchvris ruficeps,74
NEOGNATHAE,PASSERIFORMES,Timaliidae,"Babblers, Scimitar Babblers",Pomatorhinus erythrogenys,Stuchvris ruficeps,74
NEOGNATHAE,PASSERIFORMES,Timaliidae,"Babblers, Scimitar Babblers",Pomatorhinus ruficollis,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Tityridae,"Tityras, Becards, Sharpbill",Pachyramphus castaneus,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Campylorhynchus brunneicapillus,Stuchvris ruficeps,74
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Cantorchilus leucotis,Stuchvris ruficeps,78
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Catherpes mexicanus,Stuchvris ruficeps,80
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Cistothorus palustris,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Cistothorus platensis,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Salpinctes obsoletus,Stuchvris ruficeps,80
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Thryomanes bewickii,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Thryothorus ludovicianus,Stuchvris ruficeps,76
NEOGNATHAE,PASSERIFORMES,Troglodytidae,Wrens,Troglodytes aedon,Stuchvris ruficeps,68
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Geokichla sibirica,Zoothera sibirica,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Troglodytes troglodytes,Zoothera sibirica,86
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus albicollis,Zoothera sibirica,78
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus amaurochalinus,Zoothera sibirica,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus cardis,Zoothera sibirica,84
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus celaenops,Zoothera sibirica,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus chrysolaus,Zoothera sibirica,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus eunomus,Zoothera sibirica,78
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus hortulorum,Zoothera sibirica,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus iliacus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus leucomelas,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus merula,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus migratorius,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus naumanni,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus obscurus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus pallidus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus philomelos,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus pilaris,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus ruficollis,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Turdus rufiventris,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Turdidae,Thrushes,Zoothera dauma,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Cnemotriccus fuscatus,Turdus musicus,84
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Elaenia parvirostris,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Elaenia spectabilis,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Empidonax alnorum,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Empidonax flaviventris,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Empidonax hammondii,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Empidonax minimus,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Empidonax traillii,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Knipolegus cyanirostris,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Legatus leucophaius,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Megarynchus pitangua,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Myiarchus ferox,Turdus musicus,76
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Myiodynastes maculatus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Myiozetetes similis,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Pitangus sulphuratus,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Platyrinchus mystaceus,Turdus musicus,60
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Satrapa icterophrys,Turdus musicus,82
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Serpophaga subcristata,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Tyrannus melancholicus,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Tyrannidae,"Tyrant Flycatchers, Calyptura",Tyrannus savana,Turdus musicus,78
NEOGNATHAE,PASSERIFORMES,Vireonidae,"Vireos, Greenlets & Shrike-babblers",Vireo flavifrons,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Vireonidae,"Vireos, Greenlets & Shrike-babblers",Vireo gilvus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Vireonidae,"Vireos, Greenlets & Shrike-babblers",Vireo olivaceus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Vireonidae,"Vireos, Greenlets & Shrike-babblers",Vireo solitarius,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Vireonidae,"Vireos, Greenlets & Shrike-babblers",Xolmis cinereus,Turdus musicus,80
NEOGNATHAE,PASSERIFORMES,Zosteropidae,White-eyes,Yuhina diademata,Turdus musicus,76
NEOGNATHAE,PASSERIFORMES,Zosteropidae,White-eyes,Zosterops erythropleurus,Zosterops erythropleura,78
NEOGNATHAE,PASSERIFORMES,Zosteropidae,White-eyes,Zosterops japonicus,Zosterops erythropleura,78
NEOGNATHAE,PASSERIFORMES,Zosteropidae,White-eyes,Zosterops lateralis,Zosterops erythropleura,78
NEOGNATHAE,PASSERIFORMES,Zosteropidae,White-eyes,Zosterops palpebrosus,Zosterops erythropleura,78
