Higher taxonomic group,Order,Family,Genus,species,female2n,male2n,"Predicted ploidy (1,2,3,4)",Sexual.system,sex.chromosome.system,"notes, comments"
Mammalia,Rodentia,Cricetidae,Microtus,mandarinus mandarinus,,,,gonochorous,complex XY,"XO, XX females and XY males/no SRY"
Mammalia,Rodentia,Cricetidae,Microtus,oregoni,,,,gonochorous,complex XY,XO females and XY males
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,46,46,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus,townsendii,50,50,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus ,canicaudus,24,24,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus ,hyperboreus,50,50,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus ,montanus,24,24,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus ,montebelli,30,30,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Microtus ,ochrogaster,54,54,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,,,,gonochorous,complex XY,"XX,X*X,X*Y females and XY males"
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Neotoma,cinerea,54,54,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Neotoma,floridana,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Neotoma,mexicana,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Neotoma,stephensi,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Neotomadon ,alstoni,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Ochrotomys ,nuttalli,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Ondatra ,zibethica,54,54,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Onychomys ,torridus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,56,56,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Ototylomys ,phyllotis,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,boylii,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,californicus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,eremicus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,floridanus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,gossypinus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,malanophyrys,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,ochraventer,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,polionotus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Peromyscus ,truei,48,48,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Phenacomys,longicaudus,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Phenacomys ,intermedius,56,56,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,28,28,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,fulvescens,50,50,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,megalotis,42,42,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Salinomys,delicatus,18,19,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Cricetidae,Sigmodon,arizonae,22,22,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,52,52,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Sigmodon,minimus,30,30,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Tscherskia ,triton,28,28,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,42,42,,gonochorous,XY,
Mammalia,Rodentia,Cricetidae,Tylomys,panamensis,52,52,,gonochorous,XY,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,agouti,64,64,,gonochorous,XY,
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchi,62,62,,gonochorous,XY,
Mammalia,Rodentia,Echimyidae,Proechimys ,semispinosus,30,30,,gonochorous,XY,
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,42,42,,gonochorous,XY,
Mammalia,Rodentia,Gerbillidae,Gerbillus,cheesmani,38,38,,gonochorous,XY,
Mammalia,Rodentia,Gerbillidae,Meriones,libycus,44,44,,gonochorous,XY,
Mammalia,Rodentia,Gerbillidae,Meriones,shawi,44,44,,gonochorous,XY,
Mammalia,Rodentia,Gerbillidae,Meriones,unguiculatus,44,44,,gonochorous,XY,
Mammalia,Rodentia,Gerbillidae,Psammomys,obesus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Gliridae,Eliomys,quercinus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,60,60,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,64,64,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,elator,72,72,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,elephantinus,60,60,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,graviceps,70,70,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,52,52,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,64,64,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,52,52,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,microps,60,60,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,nelsoni,72,72,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,54,54,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii largus,74,74,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ornatus,72,72,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,panamintinus,64,64,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,72,72,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,stephensi,70,70,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys,venustus,60,60,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Dipodomys ,agilis,74,74,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Liomys,salvini,56,56,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Liomys ,pictus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Perognathus,intermedius,46,46,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Perognathus,penicillatus,46,46,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Perognathus ,goldmani,42,42,,gonochorous,XY,
Mammalia,Rodentia,Heteromyidae,Perognathus ,spinatus,44,44,,gonochorous,XY,
Mammalia,Rodentia,Hydrochaeridae,Hydrochoeris,hydrochaeris,66,66,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Acomys ,cahirinus-1,36,36,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Acomys ,cahirinus-2,38,38,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Apodemus,flavicolis,50,50,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Apodemus ,agrarius,48,48,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Apodemus ,flavicolis,48,48,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Apodemus ,speciosus,48,48,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Bandicota,bengalensis,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Bandicota,indica,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Mus,minutoides-1,36,35,,gonochorous,complex XY,X1X2Y
Mammalia,Rodentia,Muridae,Mus,minutoides-2,,,,gonochorous,complex XY,"XX,X*X,X*Y females  and XY males"
Mammalia,Rodentia,Muridae,Mus,musculoides,18,19,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Mus,musculus,40,40,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Mus ,cervicolor,38,38,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Mus ,poschiavinus,26,26,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Nesokia ,indica,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus,natalensis,36,36,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus,norvegicus,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus,rattus,38,38,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus ,agentiventer,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus ,exulans,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus ,mindanensis,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Rattus ,nitidus,42,42,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Taterillus,arenarius,30,31,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Taterillus,petteri,18,19,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Taterillus,pygargus,22,23,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Taterillus,sp.1,22,23,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Taterillus,sp.2,24,25,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Taterillus,tranieri,14,15,,gonochorous,complex XY,XY1Y2
Mammalia,Rodentia,Muridae,Tokudaia,osimensis osimensis,25,25,,gonochorous,XO,XO females and males/no SRY
Mammalia,Rodentia,Muridae,Tokudaia,osimensis spp,45,45,,gonochorous,XO,XO females and males/no SRY
Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,29,29,,gonochorous,XY,
Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,29,29,,gonochorous,complex XY,X1X2Y
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,42,42,,gonochorous,XY,
Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,32,32,,gonochorous,XY,
Mammalia,Rodentia,Ochotonidae,Ochotona,princeps,68,68,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,32,32,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Citellus,citellus,40,40,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Eutamias,minimus,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Eutamias,sibiricus,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Eutamias ,amoenus,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Eutamias ,ruficaudus,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Funambulus,pennati,54,54,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Funambulus ,palmarum,46,46,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Funambulus ,tristriatus,46,46,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,48,48,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Hylopetes ,alboniger alboniger,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Marmota,marmota,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Marmota,monax,38,38,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Menetes,berdmorei,62,62,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Sciurus,niger rufiventer,40,40,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Sciurus ,vulgaris,40,40,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Spermophilus,beldingi,30,30,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Spermophilus,richardsonii,34,34,,gonochorous,XY,
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,46,46,,gonochorous,XY,
Mammalia,Rodentia,Spalacidae,Spalax,ehrenbergi,60,60,,gonochorous,XY,
Mammalia,Scandentia,Tupaiidae,Tupaia,chinenesis,62,62,,gonochorous,XY,
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,60,60,,gonochorous,XY,
Mammalia,Scandentia,Tupaiidae,Tupaia,montana,68,68,,gonochorous,XY,
Mammalia,Soricomorpha,Soricidae,Sorex,araneus Race A,22,23,,gonochorous,complex XY,XY1Y2
Mammalia,Soricomorpha,Soricidae,Sorex,gemelleus,22,23,,gonochorous,complex XY,XY1Y2
Mammalia,Tubulidentata,Oryceteropidae,Orycteropus,afer,20,20,,gonochorous,XY,
Mammalia,Xenarthra,Bradypodae,Choloepus,hoffmanni,50,50,,gonochorous,XY,
Mammalia,Xenarthra,Dasypodidae,Cabassous,centralis,62,62,,gonochorous,XY,
Mammalia,Xenarthra,Dasypodidae,Chaetophractus,villosus,60,60,,gonochorous,XY,
Mammalia,Xenarthra,Dasypodidae,Dasypus,novemcinctus,64,64,,gonochorous,XY,
Mammalia,Xenarthra,Dasypodidae,Euphractus,sexcinctus,58,58,,gonochorous,XY,
Mammalia,Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,54,54,,gonochorous,XY,
