Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Hymenoptera,Formicidae,Temnothorax,andrei,,,20,10,
Hymenoptera,Formicidae,Temnothorax,angustulus,,,46,23,
Hymenoptera,Formicidae,Temnothorax,c.f. interrupus ,,,24,12,
Hymenoptera,Formicidae,Temnothorax,c.f. lichtensteini ,,,28,14,
Hymenoptera,Formicidae,Temnothorax,congruus,,,18,9,
Hymenoptera,Formicidae,Temnothorax,corticalis ,,,22,11,
Hymenoptera,Formicidae,Temnothorax,curvispinosus,,,46,23,
Hymenoptera,Formicidae,Temnothorax,duloticus ,,,48,24,
Hymenoptera,Formicidae,Temnothorax,exilis ,,,22,11,
Hymenoptera,Formicidae,Temnothorax,flavicornis,,,22,11,
Hymenoptera,Formicidae,Temnothorax,gredosi,,,34,17,
Hymenoptera,Formicidae,Temnothorax,interruptus,,,24,12,
Hymenoptera,Formicidae,Temnothorax,kraussei,,,28,14,
Hymenoptera,Formicidae,Temnothorax,lichtensteini,,,28,14,
Hymenoptera,Formicidae,Temnothorax,longispinosus,,,24,12,
Hymenoptera,Formicidae,Temnothorax,melas,,,26,13,
Hymenoptera,Formicidae,Temnothorax,niger,,,36,18,
Hymenoptera,Formicidae,Temnothorax,nigriceps,,,18,9,
Hymenoptera,Formicidae,Temnothorax,nylanderi,,,22,11,
Hymenoptera,Formicidae,Temnothorax,parvulus,,,28,14,
Hymenoptera,Formicidae,Temnothorax,rabaudi,,,18,9,
Hymenoptera,Formicidae,Temnothorax,racovitzai,,,42,21,
Hymenoptera,Formicidae,Temnothorax,recedens,,,24,12,
Hymenoptera,Formicidae,Temnothorax,rottenbergii ,,,22,11,
Hymenoptera,Formicidae,Temnothorax,rugatulus,,,28,14,
Hymenoptera,Formicidae,Temnothorax,schaumii,,,18,9,
Hymenoptera,Formicidae,Temnothorax,sordidulus,,,22,11,
Hymenoptera,Formicidae,Temnothorax,specularis,,,34,17,
Hymenoptera,Formicidae,Temnothorax,spinosior,,,24,12,
Hymenoptera,Formicidae,Temnothorax,spinosius,,,32,16,
Hymenoptera,Formicidae,Temnothorax,ssp tuberum group,,,24,12,
Hymenoptera,Formicidae,Temnothorax,tristis,,,42,21,
Hymenoptera,Formicidae,Temnothorax,tuberum,,,18,9,
Hymenoptera,Formicidae,Temnothorax,unifasciatus,,,18,9,
Hymenoptera,Formicidae,Tetramorium,adelphon,,,22,11,
Hymenoptera,Formicidae,Tetramorium,brevidentatum,,,20,10,
Hymenoptera,Formicidae,Tetramorium,caespitum,,,28,14,
Hymenoptera,Formicidae,Tetramorium,eleates,,,28,14,
Hymenoptera,Formicidae,Tetramorium,forte ,,,28,14,
Hymenoptera,Formicidae,Tetramorium,guineense,,,22,11,
Hymenoptera,Formicidae,Tetramorium,kheperra,,,14,7,
Hymenoptera,Formicidae,Tetramorium,lanuginosum,,,14,7,
Hymenoptera,Formicidae,Tetramorium,pacificum,,,22,11,
Hymenoptera,Formicidae,Tetramorium,pnyxis,,,20,10,
Hymenoptera,Formicidae,Tetramorium,semilaeve,,,14,7,
Hymenoptera,Formicidae,Tetramorium,seneb,,,20,10,
Hymenoptera,Formicidae,Tetramorium,simillimum,,,14,7,
Hymenoptera,Formicidae,Tetramorium,smithi,,,26,13,
Hymenoptera,Formicidae,Tetramorium,sp.1,,,20,10,
Hymenoptera,Formicidae,Tetramorium,sp.10,,,36,18,
Hymenoptera,Formicidae,Tetramorium,sp.11,,,20,10,
Hymenoptera,Formicidae,Tetramorium,sp.12,,,24,12,
Hymenoptera,Formicidae,Tetramorium,sp.2,,,18,9,
Hymenoptera,Formicidae,Tetramorium,sp.3,,,20,10,
Hymenoptera,Formicidae,Tetramorium,sp.4,,,18,9,
Hymenoptera,Formicidae,Tetramorium,sp.5,,,20,10,
Hymenoptera,Formicidae,Tetramorium,sp.6,,,22,11,
Hymenoptera,Formicidae,Tetramorium,sp.7,,,18,9,
Hymenoptera,Formicidae,Tetramorium,sp.8,,,26,13,
Hymenoptera,Formicidae,Tetramorium,sp.9,,,14,7,
Hymenoptera,Formicidae,Tetramorium,spinosum,,,26,13,
Hymenoptera,Formicidae,Tetramorium,walshi ,,,14,7,
Hymenoptera,Formicidae,Tetraponera,allaborans,,,32,16,
Hymenoptera,Formicidae,Tetraponera,sp.1,,,44,22,
Hymenoptera,Formicidae,Tetraponera,sp.2,,,42,21,
Hymenoptera,Formicidae,Trachymyrmex ,septentrionales,,,20,10,
Hymenoptera,Formicidae,Trachymyrmex ,sp.1,,,12,6,
Hymenoptera,Formicidae,Trachymyrmex ,sp.2,,,18,9,
Hymenoptera,Formicidae,Typhlomyrmex,meire,,,20,10,
Hymenoptera,Formicidae,Typhlomyrmex,rogenhoferi,,,36,18,
Hymenoptera,Formicidae,Vollenhovia,emeryii,,,36,18,
Hymenoptera,Formicidae,Vollenhovia,"sp, ANIC-3",,,40,20,
Hymenoptera,Formicidae,Vollenhovia,sp.1,,,22,11,
Hymenoptera,Formicidae,Vollenhovia,sp.2,,,50,25,
Hymenoptera,Formicidae,Vollenhovia,sp.3,,,34,17,
Hymenoptera,Formicidae,Vollenhovia,sp.4,,,36,18,
Hymenoptera,Halictidae,Agapostemon,virescens ,,,34,17,
Hymenoptera,Halictidae,Augochlora,pura ,,,22,11,
Hymenoptera,Halictidae,Augochlorella,michaelis,,,32,16,
Hymenoptera,Halictidae,Augochloropsis ,sparsilis,,,16,8,
Hymenoptera,Halictidae,Halictus,aerarius,,,28,14,
Hymenoptera,Halictidae,Lasioglossum,lineatulus,,,24,12,
Hymenoptera,Halictidae,Lasioglossum,rhytidophorum,,,12,6,
Hymenoptera,Halictidae,Lasioglossum,zephyrus,,,26,13,
Hymenoptera,Halictidae,Lasioglossum,allodalum,,,40,20,
Hymenoptera,Halictidae,Lasioglossum,duplex,,,18,9,
Hymenoptera,Halictidae,Lasioglossum,taeniolellum,,,32,16,
Hymenoptera,Halictidae,Lasioglossum,rhythidophorum,,,12,6,
Hymenoptera,Halictidae,Lasioglossum,cooleyi,,,36,18,
Hymenoptera,Halictidae,Nomia ,nevadensis angelesia ,,,42,21,
Hymenoptera,Halictidae,Pseudaugochloropsis,graminea,,,16,8,
Hymenoptera,Halictidae,Pseudoaugochloropsis,graminea,,,16,8,
Hymenoptera,Ichneumonidae,Aethercerus,discolor,,,22,11,
Hymenoptera,Ichneumonidae,Aethercerus,dispar,,,24,12,
Hymenoptera,Ichneumonidae,Aethercerus,nitidus,,,22,11,
Hymenoptera,Ichneumonidae,Aethercerus,ranini,,,22,11,
Hymenoptera,Ichneumonidae,Agrothereutes,extrematus,,,20,10,
Hymenoptera,Ichneumonidae,Aoplus,pulchricornis,,,26,13,
Hymenoptera,Ichneumonidae,Aptesis,puncticollis,,,16,8,
Hymenoptera,Ichneumonidae,Baeosemus,dentifer,,,22,11,
Hymenoptera,Ichneumonidae,Baranisobas,ridibundus,,,22,11,
Hymenoptera,Ichneumonidae,Chasmias,motatorius,,,34,17,
Hymenoptera,Ichneumonidae,Coelichneumon,cyaniventris,,,26,13,
Hymenoptera,Ichneumonidae,Coelichneumon,sugillatorius,,,26,13,
Hymenoptera,Ichneumonidae,Colpognathus,celerator,,,22,11,
Hymenoptera,Ichneumonidae,Cratichneumon,viator,,,28,14,
Hymenoptera,Ichneumonidae,Diadromus,prosopius,,,22,11,
Hymenoptera,Ichneumonidae,Diadromus,pulchellus,,,22,11,
Hymenoptera,Ichneumonidae,Diadromus,subtilicornis,,,22,11,
Hymenoptera,Ichneumonidae,Diadromus,troglodytes,,,22,11,
Hymenoptera,Ichneumonidae,Diadromus,varicolor,,,22,11,
Hymenoptera,Ichneumonidae,Dicaelotus,pumilis,,,22,11,
Hymenoptera,Ichneumonidae,Dicaelotus,sp. nr. Parvulus,,,22,11,
Hymenoptera,Ichneumonidae,Diphyus,latebricola,,,24,12,
Hymenoptera,Ichneumonidae,Diphyus,raptorius,,,24,12,
Hymenoptera,Ichneumonidae,Dirophanes,callopus,,,18,9,
Hymenoptera,Ichneumonidae,Dirophanes,fulvitarsis,,,20,10,
Hymenoptera,Ichneumonidae,Dirophanes,invisor,,,20,10,
Hymenoptera,Ichneumonidae,Dyspetes,arrogator,,,20,10,
Hymenoptera,Ichneumonidae,Ephialtes,manifestator,,,30,15,
Hymenoptera,Ichneumonidae,Eurylabus,torvus,,,20,10,
Hymenoptera,Ichneumonidae,Gelis,sp.1,,,26,13,
Hymenoptera,Ichneumonidae,Gen.,sp.1,,,30,15,
Hymenoptera,Ichneumonidae,Glypta,lapponica,,,18,9,
Hymenoptera,Ichneumonidae,Heterischnus,nigricollis,,,22,11,
Hymenoptera,Ichneumonidae,Heterischnus,truncator,,,22,11,
Hymenoptera,Ichneumonidae,Homotherus,locutor,,,22,11,
Hymenoptera,Ichneumonidae,Ichneumon,albiger,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,amphibolus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,bucculentus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,confusor,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,crassifemur,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,croceipes,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,extensorius,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,formosus,,,22,11,
Hymenoptera,Ichneumonidae,Ichneumon,gracilentus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,gracilicornis,,,22,11,
Hymenoptera,Ichneumonidae,Ichneumon,ingratus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,inquinatus,,,26,13,
Hymenoptera,Ichneumonidae,Ichneumon,insidiosus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,lugens,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,melanotis,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,minutorius,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,molitorius,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,nereni,,,22,11,
Hymenoptera,Ichneumonidae,Ichneumon,sarcitorius,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,stramentarius,,,20,10,
Hymenoptera,Ichneumonidae,Ichneumon,submarginatus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,suspiciosus,,,24,12,
Hymenoptera,Ichneumonidae,Ichneumon,validicornis,,,24,12,
Hymenoptera,Ichneumonidae,Lissonota,sp.,,,22,11,
Hymenoptera,Ichneumonidae,Mastrus,smithii,,,26,13,
Hymenoptera,Ichneumonidae,Oronotus,binotatus,,,22,11,
Hymenoptera,Ichneumonidae,Orthocentrus,sp.1,,,28,14,
Hymenoptera,Ichneumonidae,Orthopelma,mediator,,,22,11,
Hymenoptera,Ichneumonidae,Patrocloides,chalybeatus,,,16,8,
Hymenoptera,Ichneumonidae,Phaeogenes,melanogonos,,,22,11,
Hymenoptera,Ichneumonidae,Phaeogenes,nigridens,,,22,11,
Hymenoptera,Ichneumonidae,Phaeogenes,semivulpinus,,,18,9,
Hymenoptera,Ichneumonidae,Phaeogenes,spiniger,,,22,11,
Hymenoptera,Ichneumonidae,Polysphincta,tuberosa,,,18,9,
Hymenoptera,Ichneumonidae,Pseudoamblyteles,homocerus,,,18,9,
Hymenoptera,Ichneumonidae,Stenichneumon,culpator,,,28,14,
Hymenoptera,Ichneumonidae,Sycaonia,sicaria,,,22,11,
Hymenoptera,Ichneumonidae,Syspasis,alboguttata,,,22,11,
Hymenoptera,Ichneumonidae,Syspasis,scutellator,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,australogeminus,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,bellicornis,,,20,10,
Hymenoptera,Ichneumonidae,Tycherus,dilleri,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,fuscicornis,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,ischiontelinus,,,18,9,
Hymenoptera,Ichneumonidae,Tycherus,ophthalmicus,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,osculator,,,22,11,
Hymenoptera,Ichneumonidae,Tycherus,suspicax,,,22,11,
Hymenoptera,Ichneumonidae,Venturia,canescens,,,22,11,
Hymenoptera,Ichneumonidae,Virgichneumon,digrammus,,,34,17,
Hymenoptera,Ichneumonidae,Virgichneumon,faunus,,,22,11,
Hymenoptera,Ichneumonidae,Vulgichneumon,saturatorius,,,18,9,
Hymenoptera,Leucospidae,Leucospis,affinis,,,12,6,
Hymenoptera,Megachilidae,Anthidium,mormonum,,,32,16,
Hymenoptera,Megachilidae,Ashmeadiella,sp.,,,32,16,
Hymenoptera,Megachilidae,Chalicodoma,sculpturalis,,,32,16,
Hymenoptera,Megachilidae,Chalicodoma,spissula,,,32,16,
Hymenoptera,Megachilidae,Coelioxys,sp.,,,32,16,
Hymenoptera,Megachilidae,Dianthidium,heterulkei heterulkei ,,,30,15,
Hymenoptera,Megachilidae,Hoplitis,robusta,,,32,16,
Hymenoptera,Megachilidae,Megachile,relativa ,,,32,16,
Hymenoptera,Megachilidae,Megachile,rotundata,,,32,16,
Hymenoptera,Megachilidae,Megachile,ainu,,,32,16,
Hymenoptera,Megachilidae,Megachile,pseudomonticola,,,32,16,
Hymenoptera,Megachilidae,Osmia,cornuta,,,32,16,
Hymenoptera,Megachilidae,Osmia,cornuta,,,32,16,
Hymenoptera,Megachilidae,Osmia,glauca,,,32,16,
Hymenoptera,Megachilidae,Osmia,nigrifrons,,,32,16,
Hymenoptera,Megachilidae,Osmia,pentstemonis,,,32,16,
Hymenoptera,Megachilidae,Osmia,cornifrons,,,32,16,
Hymenoptera,Megachilidae,Osmia,lignaria propinque,,,32,16,
Hymenoptera,Megachilidae,Osmia,taurus,,,32,16,
Hymenoptera,Megachilidae,Stelis ,chlorocyanea,,,34,17,
Hymenoptera,Megachilidae,Trachusa,gummifera,,,32,16,
Hymenoptera,Ormyridae,Ormyrus,sp.1,,,12,6,
Hymenoptera,Pergidae,Perga,sp.,,,16,8,
Hymenoptera,Pergidae,Philomastix,sp.,,,16,8,
Hymenoptera,Pergidae,Pterygophorus,sp.,,,16,8,
Hymenoptera,Pompilidae,Anoplius,concinnus,,,28,14,
Hymenoptera,Pompilidae,Anoplius,viaticus,,,28,14,
Hymenoptera,Pompilidae,Gen.,sp.1,,,30,15,
Hymenoptera,Pompilidae,Gen.,sp.2,,,30,15,
Hymenoptera,Pompilidae,Gen.,sp.1,,,30,15,
Hymenoptera,Pompilidae,Gen.,sp.2,,,30,15,
Hymenoptera,Pteromalidae,Anisopteromalus,calandrae,,,14,7,
Hymenoptera,Pteromalidae,Coelopisthia,extenta,,,10,5,
Hymenoptera,Pteromalidae,Dibrachys,sp.1,,,10,5,
Hymenoptera,Pteromalidae,Lariophagus,distinguesdus,,,10,5,
Hymenoptera,Pteromalidae,Muscidifurax,zaraptor,,,10,5,
Hymenoptera,Pteromalidae,Nasonia,vitripennis,,,12,6,
Hymenoptera,Pteromalidae,Pteromalus,puparum,,,10,5,
Hymenoptera,Pteromalidae,Pteromalus,venustus,,,10,5,
Hymenoptera,Sapygidae,Sapyga,pumila,,,52,26,
Hymenoptera,Scelionidae,Telenomus,fariai,,,20,10,
Hymenoptera,Siricidae,Sirex,cyaneus,,,16,8,
Hymenoptera,Siricidae,Sirex,juvencus ,,,16,8,
Hymenoptera,Siricidae,Sirex,noctilio,,,16,8,
Hymenoptera,Siricidae,Urocerus,augur ,,,36,18,
Hymenoptera,Siricidae,Urocerus,gigas ,,,26,13,
Hymenoptera,Sphecidae,Carinostigmus,filippovi,,,28,14,
Hymenoptera,Sphecidae,Chalybion,japonicum,,,48,24,
Hymenoptera,Sphecidae,Ectemnius,rubicola nipponis,,,28,14,
Hymenoptera,Sphecidae,Microstigmus,arlei,,,6,3,
Hymenoptera,Sphecidae,Microstigmus,brasiliensis,,,10,5,
Hymenoptera,Sphecidae,Microstigmus,luederwaldti,,,6,3,
Hymenoptera,Sphecidae,Microstigmus,cooperi,,,6,3,
Hymenoptera,Sphecidae,Microstigmus,crucifex,,,8,4,
Hymenoptera,Sphecidae,Pemphredon,diervillae,,,8,4,
Hymenoptera,Sphecidae,Pemphredon,krombeini,,,16,8,
Hymenoptera,Sphecidae,Pemphredon,lethifer,,,16,8,
Hymenoptera,Sphecidae,Psenulus,carnifrons iwatai,,,16,8,
Hymenoptera,Sphecidae,Psenulus,maculipes,,,42,21,
Hymenoptera,Sphecidae,Rhopalum,pygidiale,,,26,13,
Hymenoptera,Sphecidae,Rhopalum,watanabei,,,26,13,
Hymenoptera,Sphecidae,Trychofoenus,sp.1,,,28,14,
Hymenoptera,Sphecidae,Trypoxylon,albitarse ,,,32,16,
Hymenoptera,Sphecidae,Trypoxylon,asuncicola,,,32,16,
Hymenoptera,Sphecidae,Trypoxylon,fabricator,,,32,16,
Hymenoptera,Sphecidae,Trypoxylon,sp.1,,,32,16,
Hymenoptera,Sphecidae,Trypoxylon,obsonator,,,28,14,
Hymenoptera,Sphecidae,Trypoxylon,petiolatum,,,28,14,
Hymenoptera,Sphecidae,Trypoxylon,sp.1,,,18,9,
Hymenoptera,Sphecidae,Trypoxylon,sp.2,,,26,13,
Hymenoptera,Sphecidae,Trypoxylon,nitidum ,,,28,14,
Hymenoptera,Tenthredinidae,Aglaostigma,albicincta ,,,30,15,
Hymenoptera,Tenthredinidae,Aglaostigma,amoorensis ,,,32,16,
Hymenoptera,Tenthredinidae,Aglaostigma,aucupariae,,,24,12,
Hymenoptera,Tenthredinidae,Aglaostigma,nebulosa,,,20,10,
Hymenoptera,Tenthredinidae,Aglaostigma,occipitosa,,,34,17,
Hymenoptera,Tenthredinidae,Aglaostigma,sapporonis ,,,18,9,
Hymenoptera,Tenthredinidae,Aglaostigma,sp.,,,44,22,
Hymenoptera,Tenthredinidae,Allantus,luctifer,,,16,8,
Hymenoptera,Tenthredinidae,Allantus,meridionalis,,,18,9,
Hymenoptera,Tenthredinidae,Allantus,nakabusensis,,,20,10,
Hymenoptera,Tenthredinidae,Allantus,sp.,,,16,8,
Hymenoptera,Tenthredinidae,Alphostromboceros,konowi ,,,14,7,
Hymenoptera,Tenthredinidae,Ametastegia,geranii ,,,18,9,
Hymenoptera,Tenthredinidae,Ametastegia,pallipes,,,12,6,
Hymenoptera,Tenthredinidae,Aneugmenus,japonicus ,,,14,7,
Hymenoptera,Tenthredinidae,Aneugmenus,kiotonis ,,,14,7,
Hymenoptera,Tenthredinidae,Aneugmenus,stramineipes,,,16,8,
Hymenoptera,Tenthredinidae,Anoplonyx,sp.,,,16,8,
Hymenoptera,Tenthredinidae,Asiemphytus,albilabris,,,30,15,
Hymenoptera,Tenthredinidae,Athalia,bicolor,,,12,6,
Hymenoptera,Tenthredinidae,Athalia,cordata,,,12,6,
Hymenoptera,Tenthredinidae,Athalia,japonica,,,16,8,
Hymenoptera,Tenthredinidae,Athalia,kashmirensis ,,,12,6,
Hymenoptera,Tenthredinidae,Athalia,lugens infumata ,,,16,8,
Hymenoptera,Tenthredinidae,Athalia,rosae rosae ,,,16,8,
Hymenoptera,Tenthredinidae,Athalia,rosae ruficornis ,,,16,8,
Hymenoptera,Tenthredinidae,Birka,carinifrons,,,14,7,
Hymenoptera,Tenthredinidae,Cladius,morio,,,12,6,
Hymenoptera,Tenthredinidae,Cladius,pectinicornis,,,12,6,
Hymenoptera,Tenthredinidae,Corymbus ,fujisana,,,20,10,
Hymenoptera,Tenthredinidae,Corymbus ,nipponica,,,20,10,
Hymenoptera,Tenthredinidae,Croesus,japonicus,,,16,8,
Hymenoptera,Tenthredinidae,Croesus,septentrionalis,,,16,8,
Hymenoptera,Tenthredinidae,Croesus,varus,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,aeneus ,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,ephippiatus,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,gessneri ,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,hematodes,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,lewisii ,,,28,14,
Hymenoptera,Tenthredinidae,Dolerus,niger ,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,nigratus,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,similis japonicus ,,,18,9,
Hymenoptera,Tenthredinidae,Dolerus,subfasciatus,,,18,9,
Hymenoptera,Tenthredinidae,Dolerus,varispinus,,,16,8,
Hymenoptera,Tenthredinidae,Dolerus,yokohamensis,,,16,8,
Hymenoptera,Tenthredinidae,Elinora,koehleri,,,20,10,
Hymenoptera,Tenthredinidae,Empria ,sp.,,,30,15,
Hymenoptera,Tenthredinidae,Empronus,obsoletus ,,,20,10,
Hymenoptera,Tenthredinidae,Eriocampa,mitsukurii ,,,18,9,
Hymenoptera,Tenthredinidae,Eutomostethus, juncivorus ,,,12,6,
Hymenoptera,Tenthredinidae,Hemibeleses,nigriceps,,,32,16,
Hymenoptera,Tenthredinidae,Hemichroa,alni,,,18,9,
Hymenoptera,Tenthredinidae,Heptamelus (Heptamelus) ,ochroleucus ,,,20,10,
Hymenoptera,Tenthredinidae,Heptamelus (Pseudoheptamelus) ,runari ,,,14,7,
Hymenoptera,Tenthredinidae,Lagidina,irritans,,,36,18,
Hymenoptera,Tenthredinidae,Lagidina,platycerus,,,36,18,
Hymenoptera,Tenthredinidae,Loderus,eversmanni obscurus ,,,28,14,
Hymenoptera,Tenthredinidae,Loderus,genucinctus insulicola ,,,22,11,
Hymenoptera,Tenthredinidae,Macrophya,albipuncta,,,16,8,
Hymenoptera,Tenthredinidae,Macrophya,annulitibia,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,apicalis ,,,16,8,
Hymenoptera,Tenthredinidae,Macrophya,carbonaria,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,coxalis ,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,esakii exilis ,,,16,8,
Hymenoptera,Tenthredinidae,Macrophya,falsifica ,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,fascipennis,,,24,12,
Hymenoptera,Tenthredinidae,Macrophya,imitator,,,16,8,
Hymenoptera,Tenthredinidae,Macrophya,infumata ,,,18,9,
Hymenoptera,Tenthredinidae,Macrophya,malaisei,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,montana ,,,16,8,
Hymenoptera,Tenthredinidae,Macrophya,punctumalbum ,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,ribis,,,24,12,
Hymenoptera,Tenthredinidae,Macrophya,rohweri,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,rufipes,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,sp.,,,20,10,
Hymenoptera,Tenthredinidae,Macrophya,timida,,,20,10,
Hymenoptera,Tenthredinidae,Monosoma,pulveratum,,,16,8,
Hymenoptera,Tenthredinidae,Nematinus,fuscipennis,,,16,8,
Hymenoptera,Tenthredinidae,Nematinus,luteus ,,,16,8,
Hymenoptera,Tenthredinidae,Nematinus,willigkiae,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Lygaeonematus) ,erichsonii ,,,14,7,
Hymenoptera,Tenthredinidae,Nematus (Nematus) ,lucidus,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pachynematus) ,obductus,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pikonema) ,alaskaensis,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pikonema) ,dimmockii ,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pontania) ,sp.,,,18,9,
Hymenoptera,Tenthredinidae,Nematus (Pontania) ,viminalis,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,geniculatus ,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,pallipes ,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,ruficornis,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,rufipes ,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,sp.1,,,14,7,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,sp.2,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pristiphora) ,sp.3,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,leucotrochus,,,18,9,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,melanaspis,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,nigricornis,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,olfaciens ,,,18,9,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,pavidus ,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,ribesii ,,,18,9,
Hymenoptera,Tenthredinidae,Nematus (Pteronidea) ,viridescens,,,16,8,
Hymenoptera,Tenthredinidae,Nematus (s.l.) ,sp.,,,18,9,
Hymenoptera,Tenthredinidae,Neostromboceros,itoi ,,,12,6,
Hymenoptera,Tenthredinidae,Neostromboceros,nipponicus ,,,14,7,
Hymenoptera,Tenthredinidae,Neostromboceros,okinawaensis ,,,14,7,
Hymenoptera,Tenthredinidae,Neostromboceros,sinanensis,,,14,7,
Hymenoptera,Tenthredinidae,Nesoselandria,morio,,,12,6,
Hymenoptera,Tenthredinidae,Pachyprotasis,asteris,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,caerulescens kashmirica,,,18,9,
Hymenoptera,Tenthredinidae,Pachyprotasis,erratica,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,fukii ,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,hayasuensis,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,hiensis,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,hiyodorii ,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,iwatai ,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,longicornis,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,Malaise,,,22,11,
Hymenoptera,Tenthredinidae,Pachyprotasis,malaisei,,,22,11,
Hymenoptera,Tenthredinidae,Pachyprotasis,nigrinotata,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,nogusai,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,okutanii ,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,pallidiventris,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,rapae,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sasabensis,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sawadai,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sengaminensis,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,serii ,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.1,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.10,,,22,11,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.2,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.3,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.4,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.5,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.6,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.7,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.8,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,sp.9,,,20,10,
Hymenoptera,Tenthredinidae,Pachyprotasis,tanakai,,,20,10,
