"Order","Family","Genus","species","Karyotype","Genotypic","Female.2N.","male.2N."
"Coleoptera","Carabidae","Amara","familiaris","XY","male heterogametic",34,34
"Coleoptera","Carabidae","Amara","familiaris","XO","male heterogametic",34,33
"Coleoptera","Carabidae","Amara","fervida","XO","male heterogametic",34,33
"Coleoptera","Carabidae","Amara","fulva","XO","male heterogametic",36,35
"Coleoptera","Carabidae","Amara","giganteus","XO","male heterogametic",42,41
"Coleoptera","Carabidae","Amara","ingenua","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Amara","laevipennis","XY","male heterogametic",32,32
"Coleoptera","Carabidae","Amara","moerens","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Amara","montivaga","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Amara","nila","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Amara","plebeja","XY","male heterogametic",34,34
"Coleoptera","Carabidae","Amara","rotundicollis","","",26,NA
"Coleoptera","Carabidae","Amara","rufescens","","",24,NA
"Coleoptera","Carabidae","Amara","similata","XY","male heterogametic",32,32
"Coleoptera","Carabidae","Amara","simplex","","",20,NA
"Coleoptera","Carabidae","Amblycheila","baroni","XY","male heterogametic",44,44
"Coleoptera","Carabidae","Amblystomus","bivittatus","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Amblystomus","quadriguttatus","","",28,NA
"Coleoptera","Carabidae","Amblytelus","curtus","XY","male heterogametic",30,30
"Coleoptera","Carabidae","Amphasia","sericea","XO","male heterogametic",30,29
"Coleoptera","Carabidae","Anchomenus","dorsalis","XY","male heterogametic",44,44
"Coleoptera","Carabidae","Angoleus","crenatus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Angoleus","crenatus","XO","male heterogametic",40,39
"Coleoptera","Carabidae","Angoleus","nitidus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anisodactylus","binotatus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anisodactylus","hispanus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anisodactylus","signatus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anisodactylus","virens","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anomoglossus","emarginatus","XO","male heterogametic",38,37
"Coleoptera","Carabidae","Anthia","sexguttata","XO","male heterogametic",36,35
"Coleoptera","Carabidae","Arthropterus","sp. 1    ","","",46,46
"Coleoptera","Carabidae","Asaphidion","caraboides","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Asaphidion","curtum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Asaphidion","cyanicorne","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Baudia","anomala","XO","male heterogametic",46,45
"Coleoptera","Carabidae","Bembidion","graphicum-Nr 1'    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","graphicum-Nr 2'    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","aeneicolle","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","aenulum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","alaskense","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","ambiguum","","",24,24
"Coleoptera","Carabidae","Bembidion","americanum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","anchonoderum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","andreae andreae    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","andreae bualei    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","antiquum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","aratum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","arcticum ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","arenobilis ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","arizonae","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","articulatum ","","",24,NA
"Coleoptera","Carabidae","Bembidion","ascendens","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","atrocoeruleum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","balli","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","basicorne ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","bellorum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","bifossulatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","biguttatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","bimaculatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","bipunctatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","bowditchi","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","brachythorax ","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","brevistriatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","californicum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","callosum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","carinula","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","carolinense ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","carpetanum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","castor","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","castum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","cf anguliferum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","cf. immaturum    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","chalceum ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","coeruleum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","coloradense","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","complanulum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","compressum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","concolor","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","concretum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","confusum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","connivens ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","consanguineum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","contraetum-group contractum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","contraetum-group viridicolle ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","convexulum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","coxendix","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","coxendix","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","dauricum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","decorum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","doris ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","dorsale","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","dudichi","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","ephippium","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","fasciolatum egregium    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","flebile ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","fortestriatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","fortunatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","foveum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","frontale ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","fumigatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","gebleri turbatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","genei","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","geniculatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","gordoni ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","graciliforme","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","grapei","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","gratiosum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","grisvardi","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","guadarramense","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","guttula","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","haruspex ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","hasti","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","hasurada","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","hesperium","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","hispanicum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","honestum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","humboldtense","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","hyperboraeorum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","hypocrita","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","ibericum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","impotens","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","inaequale inaequale    ","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","inaequale opaciceps    ","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","incrematum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","indistinctum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","insulatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","integrum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","intermedium","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","interventor","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","iricolor","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","iridescens ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","iridescens ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","kuprianovi-Nr 1 ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","kuprianovi-Nr 2 ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","ksteri paulinoi    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","lacunarium","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","lampros","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","lapponicum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","latiplaga","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","laxatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","lenae ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","levettei carrianum    ","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","levettei levettei    ","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","levigatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","lorquini","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","louisella ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","lunulatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","manningense ","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","maorinum maorinum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","mckinleyi carneum    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","mckinleyi mckinleyi    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","mexicanum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","millerianum ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","mimus","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","minimum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","modestum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","morulum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","mundum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","mutatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nebraskense","XY","male heterogametic",22,22
"Coleoptera","Carabidae","Bembidion","nevadense","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nigripes","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nigrocoeruleum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nigrum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nitidum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","nudipenne ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","oberthueri-group oberthueri ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","obliquulum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","obscurellum","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","obtusangulum-group mormon ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","obtusangulum-group obtusangulum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","obtusum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","occultator ","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","octomaculatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","operosum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","patruele","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","petrosum","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","planatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","planiusculum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","planum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","platynoides","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","poculare","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","praecinctum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","praticola ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","properans","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","pseudocautum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","punctatostriatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","punctulatum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","quadrifoveolatum ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","quadrimaculatum oppositum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","quadripustulatum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","quadrulum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","rapidum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","recticolle","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","ripicola","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","rivulare","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","roosvelti ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","rothfelsi ","XY","male heterogametic",34,34
"Coleoptera","Carabidae","Bembidion","ruficorne ","XY","male heterogametic",26,26
"Coleoptera","Carabidae","Bembidion","rufinum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","rufotinctum ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","rupicola","XO","male heterogametic",24,23
"Coleoptera","Carabidae","Bembidion","rusticum lenensoides ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","salebratum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","salinarium","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","scopulinum","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","sejunctum sejunctum    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","sejunctum semiaureum    ","XY","male heterogametic",24,24
"Coleoptera","Carabidae","Bembidion","semicinctum ","XY","male heterogametic",24,24
