"Order","Family","Genus","species","Karyotype","Genotypic","Female.2N.","male.2N."
"Coleoptera","Tenebrionidae","Arthrodeis","inflatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Arthrodeis","punctulatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Arthromacra","aenea","XY","male heterogametic",14,14
"Coleoptera","Tenebrionidae","Asida","cardonae","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Asida","glacialis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Asida","glacialis rustica    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Asida","jurinei","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Asida","maraguesi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Asida","planipennis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Blaps","gibba","complex XY","male heterogametic",44,38
"Coleoptera","Tenebrionidae","Blaps","gigas","complex XY","male heterogametic",38,35
"Coleoptera","Tenebrionidae","Blapstinus","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Bolitopherus","cornutus","XO","male heterogametic",20,19
"Coleoptera","Tenebrionidae","Clitobius","ovatus opacus    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Cossyphus","depressus","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Cryptycus","gibbulus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Cynaeus","angustus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Dailognatha","pumila","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Derosphaerus","cribum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Diaperis","boleti","XY","male heterogametic",14,14
"Coleoptera","Tenebrionidae","Diastolinus","fortipes","XY","male heterogametic",26,26
"Coleoptera","Tenebrionidae","Elenophorus","collaris","XY","male heterogametic",26,26
"Coleoptera","Tenebrionidae","Eleodes","armata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Eleodes","cordata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Eleodes","dentipes","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","emondi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","emondi laevis    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","exilipes","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","lefranci","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","nitidicollis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Erodius","orientalis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Eulabris","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Glabrasida","goudoti","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Glabrasida","melillense","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Glabrasida","zapateri","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gnaptor","spinimanus","complex XY","male heterogametic",38,36
"Coleoptera","Tenebrionidae","Gnathocerus","cornutus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gnathocerus","maxillosus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","bilineatum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","depressum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","dorsogranosum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","elongatum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","hoffmannseggi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","oblongum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","parallelum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","patruele","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","rusticum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Gonocephalum","vagum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","amaroides","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","brevicollis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","costipennis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","fernandezi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","grancanariensis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","lateralis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","politus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","tenuipunctatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","transversus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hegeter","tristis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Himatismus","fasciculatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Hoplobrachium","asperipenne","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Hoplobrachium","dentipes","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Hylocrinua","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Isocerus","balearicus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Isomira","quadrastriata ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Isomira","sp. 1    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Isomira","variabilis ","XY","male heterogametic",14,14
"Coleoptera","Tenebrionidae","Laena","reitteri","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Latheticus","oryzae","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Leptonychus","curvicornis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Melanochrus","blairi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Melanochrus","lacordairei","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Mesomorphus","villiger","XO","male heterogametic",20,19
"Coleoptera","Tenebrionidae","Mesostema","angustata praesahariana    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Mesostema","lineatopunctata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Misolampus","goudoti erichsoni    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Misolampus","subglaber","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Morica","hybrida","XY","male heterogametic",16,16
"Coleoptera","Tenebrionidae","Morica","planata","XY","male heterogametic",16,16
"Coleoptera","Tenebrionidae","Navicularis","latihumeralis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nesotes","conformis grancanariensis    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nesotes","gomerensis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nesotes","picescens","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nesotes","porrectus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nesotes","viridicollis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Nyctelia","rugosa","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Nyctelia","sp.","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Nyctobates","gigas","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Opatrinus","aciculatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Opatrinus","validus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Opatroides","vicinus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Oxycara","mellyi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Oxycarops","fuscipes","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Pachycera","buprestroides","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pachychila","dejeani","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pachychila","frioli","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pachychila","germari haroldi    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pachychila","sublunata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pachyscelis","musiva","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Paivaea","hispida","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Palembus","dermestoides","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Palorus","subdepressus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phaleria","acuminata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phaleria","variabilis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phylan","abbreviatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phylan","gibbulus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phylan","mediterraneus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phylan","nitidicollis","XY","male heterogametic",26,26
"Coleoptera","Tenebrionidae","Phylan","obesus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Phylan","semicostatus","XY","male heterogametic",26,26
"Coleoptera","Tenebrionidae","Pimelia","angulata latesti    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","aranacea","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","ascendens","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","atlantis atlantis    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","atlantis frigioides    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","baetica","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","bipunctata","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","boyeri","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","canariensis","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","capito","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","cephalenica","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","costata","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","cribra","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pimelia","echidna","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","elevata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pimelia","estevezi","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","fernandez-lopezi","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","fornicata    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","grandis echidniformis    ","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pimelia","grandis latesti    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","granulicollis","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","grossa","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","inexpectata","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","integra","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","interjecta","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pimelia","interstitialis","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","laevigata costipennis    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","laevigata laevigata    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","laevigata validipes    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","lutaria","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","maura","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","mauritanica","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","modesta","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","monticola","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","radula ascendens    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","radula oromii    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","radula radula    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","rugosa","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","scabricollis","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","scabrosa","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","sericella","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","servilei","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","sparsa albohumeralis    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","sparsa serrimargo    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","sparsa sparsa    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","subquadrata valdani    ","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Pimelia","variolosa","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Platydema","impressifrons","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Platynotus","excavatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Platynotus","punctatipennis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Praocis","compacta","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Probaticus","ebeninus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pseudoblaps","meteeyi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Pseudolamus","seriatoporus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Rhytinota","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Scaurus","punctatus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Scaurus","striatus","XY","male heterogametic",24,24
"Coleoptera","Tenebrionidae","Scaurus","vicinus","XY","male heterogametic",24,24
"Coleoptera","Tenebrionidae","Scleron","asperulum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Scleron","ganutipenne","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Scleron","reitteri","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Scleron","sp.","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Scleron","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Scotobates","calcaratus","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Scotobius","miliaris","XY","male heterogametic",14,14
"Coleoptera","Tenebrionidae","Scotobius","muricatus","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Scotobius","tristis","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Sitophagus","holoeptoides","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Sphaenariopsis","impolita","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Sphaenariopsis","tristis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Spyrathus","sp.","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Stenosis","intricata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tenebrio","molitor","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tenebrio","obscurus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tenebrio","picipes","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","grossa","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","laevis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","latreillei","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","mucronata","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","ophiusae","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","rotunda","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","schaumi","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tentyria","subcosta","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Trachycelis","aphodiodes","XY","male heterogametic",22,22
"Coleoptera","Tenebrionidae","Tribolium","audax","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tribolium","castaneum","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tribolium","confusum","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Tribolium","destructor","XY","male heterogametic",18,18
"Coleoptera","Tenebrionidae","Tribolium","freemani","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Tribolium","madens","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Uloma","impressicollis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Upis","ceramboides","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Uyttenboogaartia","punctipennis","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Zophobas","aff. confusus","XY","male heterogametic",20,20
"Coleoptera","Tenebrionidae","Zophosis","bicarinata","XY","male heterogametic",20,20
"Coleoptera","Tetratomidae","Penthe","obliquata","XY","male heterogametic",16,16
"Coleoptera","Torridincolidae","Ytu","zeus ","XY","male heterogametic",20,20
"Coleoptera","Trachypachidae","Trachypachus","holmbergi ","XO","male heterogametic",38,37
"Coleoptera","Trachypachidae","Trachypachus","slevini ","XO","male heterogametic",38,37
"Coleoptera","Trogidae","Trox","borrei","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","costatus","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","foveicollis","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","granulatus","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","monachus","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","omacanthus","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","oricensis","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","punctatus","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","scaber","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","scutellaris","XY","male heterogametic",20,20
"Coleoptera","Trogidae","Trox","spinulosus dentibius    ","XY","male heterogametic",20,20
"Coleoptera","Trogossitidae","Lophoceters","pusillus","XY","male heterogametic",18,18
"Coleoptera","Trogossitidae","Tenebroides","mauritanicus","XY","male heterogametic",24,24
"Coleoptera","Zopheridae","Zopherus","haldemani","XY","male heterogametic",16,16
"Collembola","Bourletiellidae","Bourletiella","arvalis","XO","male heterogametic",12,10
"Collembola","Bourletiellidae","Bourletiella","hortensis","XO","male heterogametic",12,10
"Collembola","Cyphoderidae","Cyphoderus","albinus","","",12,NA
"Collembola","Dicyrtomidae","Dicyrtomina","ornata","XO","male heterogametic",12,10
"Collembola","Dicyrtomidae","Ptenothrix","italica","XO","male heterogametic",14,12
"Collembola","Entomobryidae","Entomobrya","lanuginosa","","",12,NA
"Collembola","Entomobryidae","Entomobrya","marginata","","",12,NA
"Collembola","Entomobryidae","Entomobrya","muscorum","","",12,NA
"Collembola","Entomobryidae","Entomobrya","nivalis","","",12,NA
"Collembola","Entomobryidae","Heteromurus","nitidus","","",12,NA
"Collembola","Entomobryidae","Heteromurus ","nitidus","","",12,NA
"Collembola","Entomobryidae","Lepidocyrtus","paradoxus","","",12,NA
"Collembola","Entomobryidae","Orchesella","bifasciata","","",12,NA
"Collembola","Entomobryidae","Orchesella","cincta","","",12,NA
"Collembola","Entomobryidae","Orchesella","flavescens","","",12,NA
"Collembola","Entomobryidae","Orchesella","villosa","","",12,NA
"Collembola","Entomobryidae","Pseudosinella","sp.","","",12,NA
"Collembola","Entomobryidae","Sinella","coeca","","",12,NA
"Collembola","Entomobryidae","Sinella","curviseta","XO","male heterogametic",12,11
"Collembola","Entomobryidae","Willowsia","buski","","",12,NA
"Collembola","Hypogastruridae","Ceratophysella","bengtssoni","XO","male heterogametic",14,13
"Collembola","Hypogastruridae","Ceratophysella","denticulata","XO","male heterogametic",14,13
"Collembola","Hypogastruridae","Ceratophysella ","bengtssoni","","",14,NA
"Collembola","Hypogastruridae","Ceratophysella ","denticulata","","",14,NA
"Collembola","Hypogastruridae","Hypogastrura","adexilis","XO","male heterogametic",14,13
"Collembola","Hypogastruridae","Hypogastrura","manubrialis","","",14,NA
"Collembola","Hypogastruridae","Hypogastrura","viatica","","",14,NA
"Collembola","Hypogastruridae","Mesogastrura","ojcoviensis","","",14,NA
"Collembola","Hypogastruridae","Xenylla","grisea","","",14,NA
"Collembola","Hypogastruridae","Xenylla","planipila","XO","male heterogametic",14,13
"Collembola","Hypogastruridae","Xenylla","planipila","","",14,NA
"Collembola","Isotomidae","Folsomia","multiseta","","",14,NA
"Collembola","Isotomidae","Isotoma","cinerea","XO","male heterogametic",14,13
"Collembola","Isotomidae","Isotoma","notabilis","","",14,NA
"Collembola","Isotomidae","Isotoma ","cinerea","","",14,NA
"Collembola","Isotomidae","Isotoma ","viridis","XO","male heterogametic",14,13
"Collembola","Isotomidae","Isotomiella ","minor","","",12,NA
"Collembola","Isotomidae","lsotomiella","minor","XO","male heterogametic",12,11
"Collembola","Isotomidae","Proisotoma","crassicauda","","",14,NA
"Collembola","Isotomidae","Proisotoma","minuta","","",14,NA
"Collembola","Isotomidae","Proisotoma","subminuta","","",14,NA
"Collembola","Neanuridae","Anurida","maritima","","",8,NA
"Collembola","Neanuridae","Bilobella","aurantiaca","","",14,NA
"Collembola","Neanuridae","Bilobella","grassei","","",12,NA
"Collembola","Neanuridae","Neanura","monticola","","",14,NA
"Collembola","Onychiuridae","Onychiurus","armatus","","",14,NA
"Collembola","Onychiuridae","Onychiurus","fimatus","","",16,NA
"Collembola","Onychiuridae","Onychiurus","furcifer","","",14,NA
"Collembola","Onychiuridae","Onychiurus","paradoxus","","",14,NA
"Collembola","Onychiuridae","Onychiurus","pseudogranulosus","","",14,NA
"Collembola","Onychiuridae","Onychiurus","scotarius","","",16,NA
"Collembola","Onychiuridae","Onychiurus","sibiricus","","",14,NA
"Collembola","Onychiuridae","Onychiurus ","armatus","XO","male heterogametic",14,13
"Collembola","Onychiuridae","Onychiurus ","fimatus","","",16,NA
"Collembola","Onychiuridae","Onychiurus ","furcifer","","",14,NA
"Collembola","Onychiuridae","Onychiurus ","pseudogranulosus","","",14,NA
"Collembola","Onychiuridae","Onychiurus ","scotarius","","",16,NA
"Collembola","Poduridae","Podura","aquatica","","",22,NA
"Collembola","Poduridae","Podura","aquatica","","",8,NA
"Collembola","Sminthuridae","Allacma","fusca","XO","male heterogametic",12,10
"Collembola","Sminthuridae","Caprainea","marginata","XO","male heterogametic",12,10
"Collembola","Sminthuridae","Sminthurus","viridis","XO","male heterogametic",12,10
"Collembola","Tomoceridae","Tomocerus","flavescens","","",12,NA
"Collembola","Tomoceridae","Tomocerus","minor","XO","male heterogametic",12,11
"Collembola","Tomoceridae","Tomocerus","minutus ","","",12,NA
"Dermaptera","Arixenidae","Arixenia","esau","XY","male heterogametic",60,60
"Dermaptera","Forficulidae","Anechura","bipunctata","XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Apterygida","albipennis","XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Forficula","auricularia","complex XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Forficula","auricularia","complex XY","male heterogametic",24,25
"Dermaptera","Forficulidae","Forficula","scudderi","XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Forficula","smyrnensis","complex XY","male heterogametic",22,21
"Dermaptera","Forficulidae","Forficula ","auricularia ","complex XY","male heterogametic",26,25
"Dermaptera","Forficulidae","Forficula ","auricularia ","complex XY","male heterogametic",25,NA
"Dermaptera","Forficulidae","Forficula ","auricularia ","complex XY","male heterogametic",26,NA
"Dermaptera","Forficulidae","Forficula ","auricularia ","XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Forficula ","auricularia ","","",24,NA
"Dermaptera","Forficulidae","Forficula ","scudderi","XY","male heterogametic",24,24
"Dermaptera","Forficulidae","Forficula ","smyrnensis","complex XY","male heterogametic",29,21
"Dermaptera","Forficulidae","Forficula ","sp","complex XY","male heterogametic",28,27
"Dermaptera","Forficulidae","Pseudochelidura","sinuata","complex XY","male heterogametic",26,25
"Dermaptera","Hemimeridae","Hemimerus","bouvieri","complex XY","male heterogametic",8,7
"Dermaptera","Labiduridae","Anisolabis","annuipes","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Anisolabis","marginalis","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Anisolabis","maritima","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Anisolabis","sp","complex XY","male heterogametic",44,42
"Dermaptera","Labiduridae","Euborellia","annulipes","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Euborellia","moesta","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Euborellia","stali","complex XY","male heterogametic",26,25
"Dermaptera","Labiduridae","Gonolabis","brunneri","XY","male heterogametic",24,24
"Dermaptera","Labiduridae","Labidura","bidens","XY","male heterogametic",12,12
"Dermaptera","Labiduridae","Labidura","riparia","XY","male heterogametic",14,14
"Dermaptera","Labiduridae","Labidura","truncata","XY","male heterogametic",10,10
"Dermaptera","Labiduridae","Labidura ","bengalensis","XY","male heterogametic",14,14
"Dermaptera","Labiduridae","Labidura ","riparia ","XY","male heterogametic",12,12
"Dermaptera","Labiduridae","Labidura ","truncata","XY","male heterogametic",10,10
"Dermaptera","Labiduridae","Nala","lividipes","complex XY","male heterogametic",38,37
"Dermaptera","Labiduridae","Nala","lividipes","XY","male heterogametic",34,34
"Dermaptera","Labiduridae","Nala","lividipes","XY","male heterogametic",40,40
"Dermaptera","Labiduridae","Notolabis","occidentalis","XY","male heterogametic",24,24
"Dermaptera","Labiduridae","Parisopsalis","spryi","complex XY","male heterogametic",34,32
"Dermaptera","Labiidae","Chaetospania","brunner","complex XY","male heterogametic",34,31
"Dermaptera","Labiidae","Chaetospania","sp.1","complex XY","male heterogametic",22,21
"Dermaptera","Labiidae","Chaetospania","sp.2","complex XY","male heterogametic",22,21
"Dermaptera","Labiidae","Labia","minor","XY","male heterogametic",14,14
"Dermaptera","Labiidae","Labia","sp.","XY","male heterogametic",18,18
"Dermaptera","Labiidae","Nesogaster","erichsoni","complex XY","male heterogametic",22,21
"Dermaptera","Labiidae","Nesogaster","halli","XO","male heterogametic",22,19
"Dermaptera","Labiidae","Prolabia","arachidis","complex XY","male heterogametic",40,38
"Dermaptera","Labiidae","unknown","Sp.","complex XY","male heterogametic",38,37
"Dermaptera","Pygicranidae","Dacnodes","shortridgei","XO","male heterogametic",12,11
"Dermaptera","Pygicranidae","Diplatys ","gladiator ","XY","male heterogametic",18,18
"Dermaptera","Pygicranidae","unknown","sp.","XY","male heterogametic",20,20
"Diptera","Agromyzidae","Amauromyza","flavifrons","XY","male heterogametic",6,6
"Diptera","Agromyzidae","Amauromyza","verbasci","XY","male heterogametic",6,6
"Diptera","Agromyzidae","Cerodontha","angulata","XY","male heterogametic",6,6
"Diptera","Agromyzidae","Cerodontha","eucaricis","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Cerodontha","ireos","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Cerodontha","pseuderrans","XY","male heterogametic",12,12
