Order,Family,Genus,species,female2n,male2n,Sexual.system,sex.chromosome.system,"notes, comments",Where found
Primates,Cebidae,Cebus ,albifrons,54,54,gonochorous,XY,,Blackmon
Primates,Cebidae,Lagothrix ,ubericolor,62,62,gonochorous,XY,,Blackmon
Primates,Cebidae,Saimiri,sciureus,44,44,gonochorous,XY,,Blackmon
Primates,Cercopithecidae,Allenopithecus ,nigroviridis,48,48,gonochorous,XY,,Blackmon
Primates,Cercopithecidae,Cercopithecus ,ascanius,66,66,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Cercocebus,torquatus,42,42,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Cercopithecus,aethiops,60,60,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Cercopithecus,talapoin,54,54,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Cercopithecus ,cephus,66,66,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Erythrocebus,patas,54,54,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Maccaca,fascicularis,42,42,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Maccaca,mulatta,42,42,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Nasalis,larvatus,48,48,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Papio,papio,42,42,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Presbytis,entellus,44,44,gonochorous,XY,,Blackmon
Primates,Cercopithecoidae,Presbytis,obscurus,44,44,gonochorous,XY,,Blackmon
Primates,Colobidae,Prebytis ,cristatus,44,44,gonochorous,XY,,Blackmon
Primates,Colobidae,Pygathrix ,nemaeus,44,44,gonochorous,XY,,Blackmon
Primates,Galagonidae,Galago,alleni,40,40,gonochorous,XY,,Blackmon
Primates,Galagonidae,Galago,demidovii,58,58,gonochorous,XY,,Blackmon
Primates,Galagonidae,Galago ,crassicaudatus monteiri,62,62,gonochorous,XY,,Blackmon
Primates,Hominidae,Gorilla,gorilla,48,48,gonochorous,XY,,Blackmon
Primates,Hominidae,Homo,sapiens,46,46,gonochorous,XY,,Blackmon
Primates,Hominidae,Pan,paniscus,48,48,gonochorous,XY,,Blackmon
Primates,Hominidae,Pan,troglodytes,48,48,gonochorous,XY,,Blackmon
Primates,Hominidae,Pongo,pygmaeus,48,48,gonochorous,XY,,Blackmon
Primates,Hylobatidae,Hylobates,concolor,52,52,gonochorous,XY,,Blackmon
Primates,Lemuridae,Lemur,catta,56,56,gonochorous,XY,,Blackmon
Primates,Lemuridae,Lemur,fulvus fulvus,60,60,gonochorous,XY,,Blackmon
Primates,Lemuridae,Lemur,macaco,44,44,gonochorous,XY,,Blackmon
Primates,Lemuridae,Lemur ,variegatus subcinctus,46,46,gonochorous,XY,,Blackmon
Primates,Pitheciidae,Cacajao,calvus,46,45,gonochorous,complex XY,X1X2Y,Blackmon
Primates,Pongidae,Symphalangus ,brachytanites,50,50,gonochorous,XY,,Blackmon
Proboscidea,Elephantidae,Elephas,maximus,56,56,gonochorous,XY,,Blackmon
Proboscidea,Elephantidae,Loxodonta,africana,56,56,gonochorous,XY,,Blackmon
Rodentia,Arvicolae,Clethrionomys,glareolus,56,56,gonochorous,XY,,Blackmon
Rodentia,Arvicolae,Clethrionomys,rufocanus,56,56,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Arvicola,terrestris,36,36,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Microtus, longicaudus,56,56,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Microtus,agrestis,50,50,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Microtus,arvalis,46,46,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Microtus,oeconomus,30,30,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Pitymys,mariae,62,62,gonochorous,XY,,Blackmon
Rodentia,Arvicolidae,Pitymys,thomasi,44,44,gonochorous,XY,,Blackmon
Rodentia,Capromyidae,Capromys ,pilorodes,40,40,gonochorous,XY,,Blackmon
Rodentia,Castoroidea,Castor,canadiensis,40,40,gonochorous,XY,,Blackmon
Rodentia,Caviidae,Cavia ,porcellus,64,64,gonochorous,XY,,Blackmon
Rodentia,Caviidae,Dolichotis,patagonum,64,64,gonochorous,XY,,Blackmon
Rodentia,Chinchillidae,Chinchilla,laniger,64,64,gonochorous,XY,,Blackmon
Rodentia,Chinchillidae,Lagostomus,maximus,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Akodon,aerosus,40,40,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Akodon,sp.-1,,,gonochorous,complex XY,"XX, XY females and XY males",Blackmon
Rodentia,Cricetidae,Akodon,sp.-2,,,gonochorous,complex XY,"XX, XY females and XY males",Blackmon
Rodentia,Cricetidae,Akodon,urichi venezeulensis,18,18,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Akodon,xanthorhinus,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Akodon ,orophilus,26,26,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Anotomys,leander,92,92,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Aschizomys,imaizumi,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Aschizomys,niigatae,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Baiomys ,taylori subater,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Calomyscus ,bailwardi,32,32,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Clethrionomys ,gapperi,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Cricetulus ,barabensis,20,20,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Cricetulus ,cricetus,22,22,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Cricetulus ,griseus,22,22,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Deltamys,kempi,38,37,gonochorous,complex XY,X1X2Y,Blackmon
Rodentia,Cricetidae,Deltamys,sp,40,40,gonochorous,XY,XY,Blackmon
Rodentia,Cricetidae,Dicrostonyx,torquatus,46,46,gonochorous,complex XY,"XX,X*X,X*Y females and XY males",Blackmon
Rodentia,Cricetidae,Ellobius,fuscocapillus,,,gonochorous,XY,XY/SRY,Blackmon
Rodentia,Cricetidae,Ellobius,lutescens,17,17,gonochorous,XO,XO females and males/no SRY,Blackmon
Rodentia,Cricetidae,Ellobius,tancrei,,,gonochorous,complex XY,XX females and males/no SRY,Blackmon
Rodentia,Cricetidae,Eothenomys ,kageus,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Eothenomys ,smithi,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Lagurus,curtatus,54,54,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Lagurus,lagurus,54,54,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Meriones ,hurrianae,40,40,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Mesocritus,auratus,44,44,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Mesocritus,brandti,42,42,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus,mandarinus mandarinus,,,gonochorous,complex XY,"XO, XX females and XY males/no SRY",Blackmon
Rodentia,Cricetidae,Microtus,oregoni,,,gonochorous,complex XY,XO females and XY males,Blackmon
Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,46,46,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus,townsendii,50,50,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus ,canicaudus,24,24,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus ,hyperboreus,50,50,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus ,montanus,24,24,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus ,montebelli,30,30,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Microtus ,ochrogaster,54,54,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Myopus,schisticolor,,,gonochorous,complex XY,"XX,X*X,X*Y females and XY males",Blackmon
Rodentia,Cricetidae,Neotoma,albigula,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Neotoma,cinerea,54,54,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Neotoma,floridana,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Neotoma,mexicana,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Neotoma,stephensi,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Neotomadon ,alstoni,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Ochrotomys ,nuttalli,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Ondatra ,zibethica,54,54,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Onychomys,leucogaster,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Onychomys ,torridus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Oryzomys,palustris,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Ototylomys ,phyllotis,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,boylii,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,californicus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,eremicus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,floridanus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,gossypinus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,malanophyrys,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,maniculatus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,ochraventer,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,polionotus,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Peromyscus ,truei,48,48,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Phenacomys,longicaudus,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Phenacomys ,intermedius,56,56,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Phodopus,sungorus,28,28,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Reithrodontomys,fulvescens,50,50,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Reithrodontomys,megalotis,42,42,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Salinomys,delicatus,18,19,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Cricetidae,Sigmodon,arizonae,22,22,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Sigmodon,hispidus,52,52,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Sigmodon,minimus,30,30,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Tscherskia ,triton,28,28,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Tylomys,nudicaudus,42,42,gonochorous,XY,,Blackmon
Rodentia,Cricetidae,Tylomys,panamensis,52,52,gonochorous,XY,,Blackmon
Rodentia,Dasyproctidae,Dasyprocta,agouti,64,64,gonochorous,XY,,Blackmon
Rodentia,Dasyproctidae,Myoprocta,acouchi,62,62,gonochorous,XY,,Blackmon
Rodentia,Echimyidae,Proechimys ,semispinosus,30,30,gonochorous,XY,,Blackmon
Rodentia,Erethizontidae,Erethizon,dorsatum,42,42,gonochorous,XY,,Blackmon
Rodentia,Gerbillidae,Gerbillus,cheesmani,38,38,gonochorous,XY,,Blackmon
Rodentia,Gerbillidae,Meriones,libycus,44,44,gonochorous,XY,,Blackmon
Rodentia,Gerbillidae,Meriones,shawi,44,44,gonochorous,XY,,Blackmon
Rodentia,Gerbillidae,Meriones,unguiculatus,44,44,gonochorous,XY,,Blackmon
Rodentia,Gerbillidae,Psammomys,obesus,48,48,gonochorous,XY,,Blackmon
Rodentia,Gliridae,Eliomys,quercinus,48,48,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,agilis,60,60,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,deserti,64,64,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,elator,72,72,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,elephantinus,60,60,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,graviceps,70,70,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,heermanni,52,52,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,ingens,64,64,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,merriami,52,52,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,microps,60,60,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,nelsoni,72,72,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,nitratoides,54,54,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,ordii largus,74,74,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,ornatus,72,72,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,panamintinus,64,64,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,spectabilis,72,72,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,stephensi,70,70,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys,venustus,60,60,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Dipodomys ,agilis,74,74,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Liomys,salvini,56,56,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Liomys ,pictus,48,48,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Perognathus,intermedius,46,46,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Perognathus,penicillatus,46,46,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Perognathus ,goldmani,42,42,gonochorous,XY,,Blackmon
Rodentia,Heteromyidae,Perognathus ,spinatus,44,44,gonochorous,XY,,Blackmon
Rodentia,Hydrochaeridae,Hydrochoeris,hydrochaeris,66,66,gonochorous,XY,,Blackmon
Rodentia,Muridae,Acomys ,cahirinus-1,36,36,gonochorous,XY,,Blackmon
Rodentia,Muridae,Acomys ,cahirinus-2,38,38,gonochorous,XY,,Blackmon
Rodentia,Muridae,Apodemus,flavicolis,50,50,gonochorous,XY,,Blackmon
Rodentia,Muridae,Apodemus,sylvaticus,48,48,gonochorous,XY,,Blackmon
Rodentia,Muridae,Apodemus ,agrarius,48,48,gonochorous,XY,,Blackmon
Rodentia,Muridae,Apodemus ,flavicolis,48,48,gonochorous,XY,,Blackmon
Rodentia,Muridae,Apodemus ,speciosus,48,48,gonochorous,XY,,Blackmon
Rodentia,Muridae,Bandicota,bengalensis,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Bandicota,indica,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Mus,minutoides-1,36,35,gonochorous,complex XY,X1X2Y,Blackmon
Rodentia,Muridae,Mus,minutoides-2,,,gonochorous,complex XY,"XX,X*X,X*Y females  and XY males",Blackmon
Rodentia,Muridae,Mus,musculoides,18,19,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Mus,musculus,40,40,gonochorous,XY,,Blackmon
Rodentia,Muridae,Mus ,cervicolor,38,38,gonochorous,XY,,Blackmon
Rodentia,Muridae,Mus ,poschiavinus,26,26,gonochorous,XY,,Blackmon
Rodentia,Muridae,Nesokia ,indica,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus,natalensis,36,36,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus,norvegicus,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus,rattus,38,38,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus ,agentiventer,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus ,exulans,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus ,mindanensis,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Rattus ,nitidus,42,42,gonochorous,XY,,Blackmon
Rodentia,Muridae,Taterillus,arenarius,30,31,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Taterillus,petteri,18,19,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Taterillus,pygargus,22,23,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Taterillus,sp.1,22,23,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Taterillus,sp.2,24,25,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Taterillus,tranieri,14,15,gonochorous,complex XY,XY1Y2,Blackmon
Rodentia,Muridae,Tokudaia,osimensis osimensis,25,25,gonochorous,XO,XO females and males/no SRY,Blackmon
Rodentia,Muridae,Tokudaia,osimensis spp,45,45,gonochorous,XO,XO females and males/no SRY,Blackmon
Rodentia,Muridae,Vandeleuria,oleracea,29,29,gonochorous,XY,,Blackmon
Rodentia,Muridae,Vandeleuria,oleracea,29,29,gonochorous,complex XY,X1X2Y,Blackmon
Rodentia,Myocastoridae,Myocastor,coypus,42,42,gonochorous,XY,,Blackmon
Rodentia,Nesomyidae,Mystromys,albicaudatus,32,32,gonochorous,XY,,Blackmon
Rodentia,Ochotonidae,Ochotona,princeps,68,68,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Ammospermophilus,harrisii,32,32,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Citellus,citellus,40,40,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Eutamias,minimus,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Eutamias,sibiricus,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Eutamias ,amoenus,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Eutamias ,ruficaudus,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Funambulus,pennati,54,54,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Funambulus ,palmarum,46,46,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Funambulus ,tristriatus,46,46,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Glaucomys,volans,48,48,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Hylopetes ,alboniger alboniger,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Marmota,marmota,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Marmota,monax,38,38,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Menetes,berdmorei,62,62,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Sciurus,niger rufiventer,40,40,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Sciurus ,vulgaris,40,40,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Spermophilus,beldingi,30,30,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Spermophilus,richardsonii,34,34,gonochorous,XY,,Blackmon
Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,46,46,gonochorous,XY,,Blackmon
Rodentia,Spalacidae,Spalax,ehrenbergi,60,60,gonochorous,XY,,Blackmon
Scandentia,Tupaiidae,Tupaia,chinenesis,62,62,gonochorous,XY,,Blackmon
Scandentia,Tupaiidae,Tupaia,glis,60,60,gonochorous,XY,,Blackmon
Scandentia,Tupaiidae,Tupaia,montana,68,68,gonochorous,XY,,Blackmon
Sirenia,Trichechidae,Trichechus,manatus,48,48,,XY,,
Soricomorpha,Soricidae,Sorex,araneus Race A,22,23,gonochorous,complex XY,XY1Y2,Blackmon
Soricomorpha,Soricidae,Sorex,gemelleus,22,23,gonochorous,complex XY,XY1Y2,Blackmon
Tubulidentata,Oryceteropidae,Orycteropus,afer,20,20,gonochorous,XY,,Blackmon
Xenarthra,Bradypodae,Choloepus,hoffmanni,50,50,gonochorous,XY,,Blackmon
Xenarthra,Dasypodidae,Cabassous,centralis,62,62,gonochorous,XY,,Blackmon
Xenarthra,Dasypodidae,Chaetophractus,villosus,60,60,gonochorous,XY,,Blackmon
Xenarthra,Dasypodidae,Dasypus,novemcinctus,64,64,gonochorous,XY,,Blackmon
Xenarthra,Dasypodidae,Euphractus,sexcinctus,58,58,gonochorous,XY,,Blackmon
Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,54,54,gonochorous,XY,,Blackmon
Xenarthra,Bradypodae,Choloepus,didactylus,53,53,,,,
Xenarthra,Myrmecophagidae,Myrmecophaga,tridactyla,60,60,,XY,,
Xenarthra,Cyclopedidae,Cyclopes,didactylus,64,64,,XY,,
Xenarthra,Chlamyphoridae,Zaedyus,pichiy,62,62,,XY,,
Xenarthra,Dasypodidae,Cabassous,tatouay,50,50,,XY,,
Xenarthra,Chlamyphoridae,Tolypeutes,matacus,38,38,,XY,,
Xenarthra,Dasypodidae,Dasypus,septemcinctus,64,64,,XY,,
Xenarthra,Dasypodidae,Dasypus,hybridus,64,64,,XY,,
